chair_0,chair_1,chair_2,chair_3,chair_4,chair_5,chair_6,chair_7,chair_8,chair_9,chair_10,chair_11,chair_12,chair_13,chair_14,chair_15
5.39624e-06,1.2671167e-06,0.00015793047,1.8726655e-07,0.72514945,0.0023281951,8.400783e-09,0.0986254,5.355127e-07,3.1096497e-06,0.09447689,0.00029462288,0.0037780646,6.896096e-07,0.074463606,0.0007145946
0.020853246,6.730033e-08,9.349799e-09,5.4844074e-10,2.4616194e-05,3.4661384e-06,1.1380304e-12,0.0006849678,3.1967436e-11,5.219678e-11,1.0209641e-06,0.026158674,1.0549558e-05,9.775769e-09,0.95226336,4.2223873e-09
0.49399948,3.6110586e-07,0.008578138,0.00048060657,0.00047717604,4.575864e-05,2.936432e-10,0.002825793,3.1605364e-08,4.4547352e-07,0.00014617147,0.1493253,1.174368e-05,8.029076e-07,0.34410667,1.5092484e-06
2.7163653e-05,1.9799232e-07,8.213273e-05,4.7329563e-06,1.2628982e-05,3.5183718e-06,1.9657447e-09,8.1496855e-06,5.667278e-09,8.3325496e-08,1.1209966e-05,0.0004509307,4.2801985e-06,2.4364113e-07,0.99939466,3.7805915e-08
0.00021114836,0.0044413162,1.545148e-05,0.00047833374,0.0006987167,0.34181142,0.00031308833,0.0003964985,1.7338074e-05,1.6604787e-05,0.015462343,0.052675843,0.00015140366,0.0006145055,0.5825798,0.000116163734
8.801289e-05,6.231479e-05,8.432919e-07,4.2511492e-05,1.26912055e-05,6.4622975e-05,3.7817966e-07,1.9068988e-05,5.74522e-07,7.2924684e-07,1.0205969e-05,0.9981998,1.4671585e-05,0.00058122363,0.00090212043,1.8277304e-07
0.0027064234,1.1208958e-06,5.9759335e-05,2.1410112e-06,0.0002595497,0.0013263443,1.2760937e-07,0.4262194,4.401446e-07,0.00033265777,0.36012492,0.00021915855,0.00877461,1.32208725e-05,0.19991405,4.6137895e-05
0.00507066,9.080867e-07,4.0667865e-06,9.136074e-08,0.5357263,0.00014428417,9.163394e-10,0.4577453,1.8150513e-05,1.7483667e-07,0.00017648535,1.1984465e-05,0.0005678228,2.8453682e-08,0.00047997056,5.3716638e-05
0.00041368144,1.4495195e-10,1.3641596e-06,6.8476793e-09,7.6159125e-07,1.382809e-06,1.5444255e-09,0.91374147,3.1574499e-09,1.0535875e-07,2.4093033e-06,2.964275e-07,0.0006507555,2.8618152e-09,0.08518774,2.1839972e-08
0.010472719,0.8709905,4.266419e-05,0.00024185573,0.0033001832,0.053858038,0.00011049923,0.0076096104,0.00018673448,0.000510119,0.01941476,0.0016681816,0.011931329,0.0022926792,0.016581582,0.0007885536
0.0019452753,9.759547e-06,1.8661369e-05,0.00025522677,0.0016707258,0.17098118,2.2871886e-07,0.00015357211,1.1184238e-06,7.7671324e-08,0.000115452196,0.45833543,1.3069623e-05,4.817581e-07,0.36649913,6.4968253e-07
0.00067604444,0.00013751077,0.0006655239,2.873057e-05,0.0026089621,0.0011070111,7.0932336e-05,0.00077471253,9.100768e-06,6.5543085e-05,0.033921644,0.12874572,0.00039255543,0.00045635304,0.83032614,1.3457273e-05
0.0049960595,7.9197855e-07,3.4375087e-06,2.4934783e-07,0.014902546,0.00043778194,9.2363645e-10,0.9794631,1.4614478e-05,3.6392066e-07,8.6891545e-05,4.904634e-08,5.6005872e-05,4.3288216e-07,2.7374447e-06,3.489979e-05
0.0025567692,3.2653363e-05,1.2481903e-05,0.00022388693,0.54589945,0.005198726,1.3245868e-06,0.0023847716,9.450415e-08,3.210288e-07,0.025803806,0.0006021539,2.7760943e-06,2.0279109e-07,0.41727984,5.922139e-07
0.21845102,7.680782e-07,5.540867e-05,3.7192527e-05,0.4317138,0.0023732393,2.0896488e-07,0.20020755,1.5085365e-05,6.101113e-07,0.0005575919,0.028258558,0.00074603694,0.00071807,0.11684057,2.4346158e-05
0.025135605,6.6701267e-07,7.9930993e-07,4.890974e-09,5.6668705e-05,2.5268442e-05,1.730949e-10,0.02579967,1.0212873e-08,1.1231638e-07,7.543324e-05,0.11922839,0.00067885936,2.9898597e-06,0.8289954,6.291e-08
0.15730943,0.00028400912,0.009162451,0.00037598176,0.29605907,0.001675848,1.748896e-07,0.07513517,9.3879646e-07,1.3051119e-05,0.02710718,0.030166596,7.685022e-05,4.1781226e-05,0.40256524,2.6160016e-05
0.025348848,5.2912255e-05,0.007730343,0.0014642853,0.022058807,0.001805178,2.1669894e-06,0.13902687,0.00020226357,3.3579683e-05,0.018879876,0.00085475866,0.015748708,0.0029612724,0.76350486,0.00032519942
0.98424983,9.216084e-08,4.378128e-07,4.6993133e-05,0.0054847095,0.0006542086,5.1536425e-10,0.0023259185,9.420426e-09,5.91387e-09,1.1611533e-05,0.0009829998,3.9351253e-06,8.442778e-06,0.0062304903,2.0335173e-07
0.00018247524,1.424123e-07,0.0005908393,3.3010292e-07,0.8092543,0.0036534087,2.8111591e-08,0.15538852,8.887504e-05,1.4542118e-06,0.017530367,2.0008127e-05,0.001054501,9.602261e-07,0.011979117,0.00025457016
7.772847e-06,4.7307086e-07,0.0005962554,5.0378617e-06,0.04063893,0.0033711041,5.7605254e-09,0.032125454,6.463137e-06,0.00020117873,0.8936112,9.720526e-06,0.0010692794,1.1601881e-07,0.0019993333,0.026357658
6.853504e-05,1.9674923e-07,0.00088198093,2.5401675e-07,0.9787633,3.0203522e-05,1.6832592e-09,0.0004020567,1.596232e-05,8.5776867e-07,0.01754645,2.2051909e-06,2.5128363e-06,6.1227844e-08,0.0022739377,1.1514872e-05
1.3587541e-07,1.6344904e-07,4.0330198e-10,9.246239e-08,4.2138913e-06,6.216503e-05,9.163332e-09,6.2019126e-07,1.5809364e-09,2.1835312e-08,0.999913,1.16086134e-07,5.566186e-07,4.0905498e-10,3.712991e-06,1.5055306e-05
0.01172396,3.0938667e-05,4.467095e-06,9.3783837e-07,0.00017244965,8.7630084e-05,2.6945258e-08,0.00481977,2.965354e-07,5.782353e-07,0.00046788203,0.08457666,2.9896777e-05,4.0487274e-05,0.898044,1.1390809e-07
0.007883748,0.0038867928,5.8863666e-08,4.5512596e-05,0.01330979,0.022765331,1.3328892e-07,0.00011342402,1.3421396e-05,0.00011135821,3.122229e-05,1.1602607e-05,0.0086628655,0.94300073,7.566102e-07,0.0001633728
9.214303e-05,1.5602092e-07,4.0338244e-05,3.5611872e-06,5.100134e-06,4.6184487e-06,5.99951e-09,0.00045551753,4.289581e-08,1.0776296e-07,2.4152414e-05,0.20013838,8.235961e-06,6.3713526e-07,0.7992269,5.173887e-08
0.011097217,0.0018618819,1.4530269e-07,4.5185147e-06,0.005753302,0.020510197,3.1421878e-06,0.00084817153,6.351293e-06,0.0004190197,5.3507865e-05,1.8390541e-05,0.0019049093,0.95750844,8.1038627e-07,9.944711e-06
0.00041999022,0.0032524012,6.377869e-05,6.714465e-06,0.41812092,0.0006264542,5.1089948e-05,0.11769468,1.0474237e-05,2.7876986e-05,0.0008336221,0.45701015,0.0008741381,0.0002471053,0.00075944804,1.0973541e-06
1.8025556e-10,4.4156362e-10,3.397663e-14,4.3265662e-13,1.0,2.3108275e-09,5.7507845e-15,1.9327334e-08,2.922527e-15,1.819894e-14,1.2756801e-10,5.349821e-11,9.1210484e-11,1.9787156e-14,2.115986e-12,6.1528838e-12
0.8983092,8.963809e-07,0.0033802574,0.00031400358,0.06144387,0.0011633496,3.675351e-08,0.011423056,0.00010765695,4.0497103e-05,0.01388125,3.38175e-05,0.0005421428,7.5761263e-06,0.007829993,0.0015223871
6.972297e-07,2.5558298e-09,6.445176e-06,1.9199653e-09,0.9999889,1.8823963e-08,6.3486195e-13,3.8000221e-06,7.1681217e-10,4.423534e-11,8.640578e-08,5.4687987e-11,1.383345e-09,5.1679646e-12,1.7266377e-10,1.4128397e-09
0.023962678,0.0011428242,3.2203325e-06,0.0004436064,6.114927e-05,0.5587034,6.0961423e-07,0.008048236,1.49860025e-05,1.7058026e-05,0.010118828,0.15173373,0.0004684924,0.0020262694,0.24323885,1.6025999e-05
0.0027547707,1.071958e-05,2.5998893e-06,7.3537114e-05,4.740457e-05,9.219224e-05,7.1493616e-07,0.00081036036,5.960638e-07,1.0773057e-05,0.036725596,0.01349016,0.00022680685,0.00043830587,0.9453076,7.839337e-06
0.039753933,3.5148307e-05,9.432296e-07,3.4511795e-05,0.65506256,0.017617974,7.171354e-09,0.015958732,0.01129665,8.696054e-05,0.00043794388,7.395013e-05,0.0054835025,1.0147756e-05,0.0025011138,0.25164598
4.406086e-07,3.110232e-05,1.250682e-06,4.5203745e-07,0.07829216,1.3794847e-05,1.6605164e-06,0.0028186047,2.1080436e-07,1.1021185e-05,0.91840285,2.541162e-05,7.5371777e-06,3.5732992e-07,0.00027560373,0.00011758195
0.0047515132,3.9488746e-08,1.03654285e-08,5.9706484e-09,2.999751e-06,4.595078e-06,1.116344e-10,0.05685377,1.259552e-10,5.6163345e-09,0.0003778763,0.00037403623,8.8317596e-05,9.947959e-08,0.9375467,7.3711675e-08
0.00024028888,6.568246e-08,3.3880136e-05,1.1051637e-08,0.99489284,1.0543812e-05,3.4264428e-11,0.0006102747,2.876685e-06,1.0621796e-07,0.0037923895,1.7177389e-06,3.823491e-07,2.5309308e-09,0.00041132583,3.4073435e-06
0.00043057319,6.5409576e-09,0.0039142678,2.9946228e-09,4.4503056e-05,2.0805497e-05,3.0935918e-09,0.9942299,4.7119602e-08,2.0319687e-08,3.137228e-05,4.282718e-06,3.963799e-06,1.1000922e-08,0.0013202449,2.3557362e-08
2.478103e-08,4.2607387e-10,1.2067173e-07,3.2582048e-09,8.643814e-06,2.7059323e-07,4.5767498e-10,6.3382015e-07,1.1485178e-10,5.4741484e-08,0.9999237,4.552212e-08,8.501571e-08,1.5887583e-09,6.280277e-05,3.677817e-06
0.00011758767,0.0031522834,1.7380801e-06,0.00097039767,0.43800825,0.41711637,0.00011824293,0.015295933,0.0001121563,2.6468015e-05,0.077950194,0.00049971475,0.0003393529,1.0300706e-05,0.04388796,0.0023930066
0.67531365,0.00062046986,0.0007749678,7.152347e-06,0.101508975,0.004093442,1.7333119e-07,0.16635948,1.6556335e-06,5.062155e-05,0.048847016,0.00016149829,0.00029134232,0.00020285459,0.0017608176,5.7707102e-06
0.15936804,0.00029802232,0.001477481,1.2503465e-05,0.25130868,0.034167495,1.7727032e-05,0.28007892,8.8945155e-05,1.558664e-05,0.21027084,0.025433773,0.0005146941,0.0017848084,0.03507936,8.3105246e-05
0.00041807312,0.00012091273,1.2806683e-05,4.1173498e-05,6.2814004e-05,0.00076167384,1.2489334e-05,7.7296e-05,3.040305e-06,1.18065445e-05,0.003141208,0.8641442,0.00019021644,0.0021757516,0.12881993,6.5487407e-06
0.0010426543,1.2475093e-05,2.8157126e-06,6.2531e-08,0.98186284,0.0008718318,4.6764446e-09,0.015968317,1.0917048e-05,4.410951e-07,1.7255505e-05,1.223231e-05,0.00013865987,2.5964657e-06,1.1469962e-05,4.5368994e-05
0.009890031,5.47706e-08,0.005080269,1.6230075e-06,8.623807e-05,4.6488926e-06,1.00784e-09,0.0010105331,6.264455e-08,4.1625096e-08,5.5999262e-05,0.95321125,4.954973e-06,3.9755705e-06,0.030650351,4.128384e-08
0.005740449,9.633136e-08,5.505007e-07,1.0128184e-08,0.004147262,0.00010857949,3.791034e-09,0.9899588,1.5984499e-05,6.172337e-08,1.3468657e-05,1.5242039e-08,1.190278e-05,4.46437e-07,9.987131e-07,1.4156087e-06
1.4991214e-06,0.00035814266,8.4786427e-07,4.2041867e-07,0.79005766,0.00022892053,3.4683092e-06,4.9979742e-05,0.0018136612,0.0030762115,0.0004271573,0.19625883,0.0060352515,0.00016533908,1.8189189e-06,0.0015207736
0.0006250956,0.00010272628,0.0055182227,0.00017717325,0.00066791766,0.018897507,1.724304e-05,0.027484575,6.741453e-05,0.00016402827,0.008536208,0.065470845,0.009438388,0.0020575954,0.85996616,0.00080895197
0.00054227986,8.092454e-06,3.5942833e-06,2.2358656e-06,3.246076e-05,3.697595e-05,4.080309e-08,0.0005156755,6.998507e-08,1.1453664e-07,7.14612e-07,0.99785393,0.00011026038,4.171659e-05,0.0008515307,1.3770033e-07
0.008134261,7.5361727e-06,1.5478441e-06,1.1663418e-05,2.77392e-05,0.0056095603,4.8695597e-07,0.0516668,2.0649113e-08,3.3339443e-08,4.1727893e-05,0.50702447,0.000820995,5.2972275e-05,0.42660007,1.404741e-07
0.040543668,8.110047e-07,4.5591576e-05,9.348478e-07,0.7294983,0.0025404398,8.439386e-06,0.18109992,0.0018930716,3.459396e-05,0.028449379,1.5008762e-05,0.0002402843,6.4457425e-05,0.014550951,0.001014079
0.0011721625,7.8526655e-06,3.201229e-05,1.8376545e-06,0.5004259,0.0019641544,2.5602391e-08,0.44887564,3.5329886e-06,1.2028278e-06,0.03407148,0.0025157423,0.00056875433,2.2056438e-06,0.009129146,0.0012283027
1.5258852e-06,1.7928996e-10,3.7200728e-08,3.1994052e-09,6.9902766e-05,2.7668918e-08,3.104356e-12,1.3645439e-06,5.6561084e-12,2.4128841e-08,0.9999198,1.1731807e-09,7.673192e-08,1.8736541e-09,1.7282994e-06,5.7201355e-06
0.00091975403,9.8213386e-05,0.00019074584,3.986217e-08,0.3140053,3.877425e-05,1.9441428e-08,0.021202777,1.8131784e-07,1.4581692e-06,0.00023320642,0.43541262,0.00032962137,2.949563e-06,0.22756438,2.2054579e-08
1.3703469e-06,0.00013336983,8.177894e-07,4.9304717e-06,0.22621956,0.007051195,3.779136e-07,0.0036007522,8.1863014e-08,5.5014825e-06,0.76249707,8.9707155e-06,0.00015002454,2.3960413e-06,3.1629916e-06,0.00032031204
0.0047341837,1.7038711e-06,1.0809575e-05,3.1952552e-06,4.3092445e-05,0.00013050623,2.4891722e-08,0.036028862,2.0154596e-07,1.9456093e-06,5.207187e-06,0.89509517,0.005008974,0.00024743067,0.058688533,4.4688047e-08
5.9037848e-05,1.3673022e-12,7.948267e-09,7.6719e-14,4.766639e-09,1.3911441e-11,2.5356246e-14,9.281201e-05,6.019975e-14,3.910966e-13,4.4490997e-10,3.2376243e-05,2.1516926e-06,4.86739e-12,0.9998136,4.070414e-14
4.072714e-06,2.1462012e-07,0.005280156,6.063669e-08,0.00019373666,3.4572026e-06,2.872781e-09,0.0010089182,7.572542e-08,5.2651006e-07,6.665782e-06,0.016144386,7.662171e-06,9.1492765e-08,0.97734994,9.27628e-09
1.5970412e-05,0.00042201715,2.8551415e-09,3.8189407e-09,0.9993406,0.00020380868,2.049432e-10,1.537215e-05,7.759532e-11,1.0403052e-09,2.036437e-06,2.0932823e-08,9.255729e-08,3.8016998e-10,1.6753622e-08,7.2898443e-09
0.0010325331,1.4656825e-07,0.6778677,2.3926907e-06,6.041938e-05,2.0216681e-05,3.8066958e-08,0.003727684,1.0859439e-07,2.4454148e-06,0.0001380706,0.008096666,7.368998e-05,3.1117563e-06,0.30897456,5.4074242e-08
0.06628218,3.0711456e-06,1.4292802e-05,9.968629e-07,0.00051913963,8.642542e-06,5.30766e-09,0.005417138,3.683811e-08,1.960541e-07,0.00020346693,0.92329127,4.3355078e-05,8.602036e-06,0.004207486,9.876023e-08
0.043448493,6.084019e-08,4.438303e-08,1.0492961e-09,6.763365e-06,2.9831565e-06,1.5402566e-12,0.0010575547,1.0110011e-10,5.927078e-11,5.4607966e-07,0.043051906,7.25941e-06,6.6236304e-08,0.91242427,1.1717538e-09
8.530818e-06,0.00017860945,1.5900431e-10,1.8819554e-05,2.8432196e-06,0.9996111,3.9692157e-08,2.5662954e-05,1.4980735e-07,6.62332e-07,4.181317e-05,1.9291825e-05,6.5722976e-05,2.6022253e-05,2.633885e-08,7.338587e-07
0.00015791372,0.00011476729,3.004313e-06,6.6233326e-05,0.0025444892,0.000549796,3.0440726e-06,0.004916409,1.5848958e-08,1.1102773e-05,0.97893435,3.6207166e-05,5.905556e-05,3.6955196e-06,0.012399425,0.00020048629
0.0014311038,6.732515e-07,1.9411698e-07,2.6019444e-08,0.9051413,0.00010657818,1.0659225e-09,0.09298056,5.837477e-06,4.891728e-08,5.878912e-05,8.647384e-07,0.0002197209,1.6236962e-08,2.3879415e-05,3.0404051e-05
8.120445e-05,3.40255e-09,1.4609785e-05,6.2838557e-09,1.5757358e-05,3.743114e-08,2.996529e-11,0.00010864025,1.6815918e-09,8.925438e-09,0.00016040225,0.007945631,1.3070422e-07,1.7101275e-08,0.9916735,1.5631585e-09
4.509153e-05,1.7259637e-06,0.18065086,0.0039395057,0.0010468095,0.0002404165,4.230549e-06,0.0013368737,0.0020219996,0.051123455,0.75730324,0.00010592474,0.00019223912,1.2882289e-05,6.976238e-05,0.0019048996
0.0012644173,0.017991576,1.3831295e-06,4.6224727e-06,0.18111606,0.62776816,0.00068285334,0.037573356,3.2315904e-05,2.5944822e-05,0.124069884,0.0013798471,0.00012744988,0.00054526224,0.007375531,4.135147e-05
0.9564463,5.6194e-08,9.40761e-06,5.4602006e-05,0.00029350937,5.447463e-05,7.60387e-09,0.0047031576,3.223894e-07,9.510828e-06,0.0014449477,3.1760544e-06,0.032038923,0.00021650984,0.0036024563,0.0011224486
0.00042617272,0.0034899048,2.697827e-06,0.00019489031,0.00025804937,0.7950001,0.00044674013,0.03406083,5.2328132e-06,2.3661903e-06,0.016342709,0.030003259,6.552707e-05,0.00013714272,0.11956254,1.7943951e-06
0.08709216,3.3105664e-06,0.004065794,5.7258717e-06,0.005515815,4.7864793e-05,2.8723814e-09,0.007978786,4.812548e-08,1.2385817e-08,0.00014015936,0.8296182,2.897262e-06,1.0754619e-05,0.06551836,2.2452127e-08
2.8565505e-06,4.166161e-08,0.00018588993,3.4592804e-07,0.95421857,7.949159e-07,5.923811e-10,0.0029332493,2.7008042e-07,1.401499e-06,0.041685905,9.2487035e-06,3.852478e-06,1.2590134e-08,6.9341763e-06,0.00095060345
0.38049006,5.485508e-05,0.0012801646,0.00075375184,0.2397958,3.0432815e-05,2.2011748e-09,0.0026265318,4.107599e-06,1.6987347e-05,0.00020089644,0.0036323725,0.0065402654,0.0001423076,0.36442825,3.2448513e-06
0.0002855502,0.00022406329,9.876612e-06,0.0016062147,0.2964386,0.15254857,4.6000036e-06,0.0007826673,1.7296996e-06,1.202878e-06,0.42633355,0.0018241372,8.275105e-06,6.4126885e-07,0.11992307,7.3435053e-06
2.8324144e-05,2.1449174e-05,5.9799862e-05,3.807423e-07,0.00013654243,0.00016968462,1.5323318e-05,0.004531012,8.820068e-06,3.196722e-05,0.04457068,0.9487171,0.00012783389,0.00031813048,0.0012561431,6.8548616e-06
0.59646297,2.904571e-06,2.0927077e-05,0.00029285808,0.124014206,0.005762809,2.1422743e-08,0.027277017,0.014027609,1.0108176e-05,8.249318e-05,0.19483742,0.00061924604,0.0016146813,0.034606617,0.0003681896
5.823894e-06,1.9293616e-09,2.2125306e-07,1.09941475e-07,0.0009964724,6.085278e-06,3.3434455e-12,0.00035797156,2.0600563e-09,2.2981645e-08,0.000195827,0.00010204524,0.047153436,1.1131733e-09,0.95114636,3.5632762e-05
3.9329007e-07,1.961544e-05,6.6679775e-08,1.16907675e-08,0.99987876,8.445855e-05,8.275748e-12,3.7859563e-06,4.608651e-09,4.587558e-09,1.0657765e-05,1.8824502e-07,5.786859e-07,3.4572611e-09,2.5672652e-08,1.3252279e-06
0.99800307,1.3718653e-08,3.114623e-08,0.000119552205,2.6212241e-05,3.4074276e-06,1.5363905e-11,1.4580491e-05,4.2351678e-10,9.397582e-10,1.1981517e-06,0.0011836047,5.520746e-06,3.187139e-05,0.00061073963,1.1585783e-08
0.0038727233,6.228123e-08,1.3449116e-05,1.3915287e-07,0.00014179916,5.6360814e-06,4.364119e-10,4.4940225e-05,2.6667381e-08,1.8498328e-08,0.00016877442,0.9713841,1.7764432e-07,9.2387927e-07,0.024367085,1.002707e-07
0.022944665,1.2033752e-05,7.375694e-05,2.5025753e-07,0.54563886,0.0014064871,4.9772904e-08,0.41974735,3.064439e-05,2.2135114e-06,0.00038593594,0.0014270864,0.000919744,2.387512e-05,0.007285269,0.00010175964
1.4718156e-09,2.8202114e-15,4.2317334e-15,2.0420114e-16,3.0380407e-13,3.963437e-11,8.950855e-16,1.0,3.416008e-17,1.821183e-17,1.524134e-12,8.875273e-12,8.56657e-11,1.0853324e-15,1.0309524e-08,8.3924594e-17
0.14041293,2.2770665e-09,1.278335e-05,1.3360675e-09,0.012720412,1.781027e-07,2.1588755e-12,0.015546808,1.6298343e-09,1.381772e-09,5.911243e-07,0.0023278191,2.0929903e-05,8.622846e-10,0.8289575,3.7013294e-08
0.0021653157,7.73907e-07,0.03537951,8.722336e-06,0.9339136,0.00058187736,1.0539221e-07,0.021796675,0.0013732753,6.459049e-05,0.0012724361,0.00059783744,0.0014829562,1.511796e-05,0.00016284199,0.001184439
0.7021103,8.504479e-06,3.565363e-05,0.000107481625,0.25570196,0.0004161399,4.809037e-08,0.021362904,1.6251752e-05,0.00025706406,0.016568234,0.0007064289,0.00028395644,0.0011193708,0.001085098,0.00022064758
0.0003152482,1.3353483e-05,0.34418866,1.634319e-05,0.007984201,0.0016137437,5.507144e-07,0.4935344,1.8770093e-05,0.0020179376,0.10406193,1.7241315e-05,0.045246627,3.4277843e-06,0.0009635074,4.136085e-06
0.0013390939,1.04044744e-07,4.1685504e-05,4.7188498e-09,0.00042439246,4.9625135e-07,1.4708111e-10,0.6587676,2.499865e-09,3.783223e-08,1.0194816e-06,0.3312122,0.00021965681,1.2112612e-08,0.007993788,1.4200385e-11
0.9083994,8.456052e-05,1.8361592e-05,0.002932384,0.04262468,0.0039166575,1.9799855e-09,0.018643668,1.1440093e-07,2.3049303e-08,1.2702339e-05,0.008137521,0.00013634478,1.9283603e-05,0.01507361,7.2373706e-07
2.7800088e-06,4.0505437e-08,1.1207387e-13,1.2669406e-05,1.27855815e-08,0.9999809,1.4580085e-11,3.2833823e-06,3.269045e-11,8.8905847e-13,3.6175576e-11,1.8594414e-10,1.9302624e-07,2.3233246e-10,1.1174154e-09,1.5586583e-10
0.33260143,7.398916e-10,2.8505715e-07,8.700109e-11,0.00023252437,3.1666644e-08,6.735983e-13,0.0035179092,2.6396696e-10,1.8439257e-10,1.0693387e-05,0.0010811866,1.1233532e-06,2.5143312e-10,0.6625548,2.5192445e-08
0.0053637773,0.37599897,1.8818844e-05,0.00039836168,0.09104292,0.14073728,0.025880586,0.020476425,0.0047395085,0.0027181122,0.029499376,0.0020388272,0.029940665,0.26817894,0.0028321566,0.00013530199
0.9998896,2.7466202e-10,6.5764425e-07,4.1231792e-07,1.1200051e-05,3.3408217e-08,3.0126002e-13,8.731515e-06,5.48802e-09,2.1245632e-09,4.0641225e-06,1.7978522e-06,3.655203e-07,8.882927e-09,8.2644554e-05,4.8831157e-07
0.05250435,0.015497253,5.8861842e-05,0.009942339,0.034626633,0.0030969775,3.947206e-05,0.013860715,0.00011535036,0.00047462832,0.045050662,0.34035823,0.0020430775,0.011443248,0.46462554,0.006262618
9.37188e-06,4.7138404e-09,5.883907e-05,2.832114e-09,0.9989773,1.3387554e-06,7.549614e-12,3.5284713e-05,4.3387704e-08,2.1006711e-08,0.0008766716,2.2684372e-07,5.2162065e-08,3.6510647e-10,3.6634316e-05,4.2075117e-06
1.6759313e-07,1.4835337e-08,9.220346e-13,1.8889485e-06,3.578946e-09,0.9999951,8.414877e-09,1.9159818e-06,2.249716e-10,3.2481426e-13,8.039017e-09,9.023171e-07,6.688379e-09,1.1692479e-09,2.5672504e-08,1.06964326e-10
